,homograph,simalign_fr,fr-label,en,fr,inter_align
188,lead,aboutir,lead_nou-vrb,"['Of', 'course', 'we', 'are', 'in', 'no', 'way', 'supporters', 'of', 'the', 'Islamic', 'Salvation', 'Front', 'but', 'I', 'find', 'it', 'extremely', 'difficult', 'to', 'understand', 'how', 'the', 'dialogue', 'which', 'President', 'Zérroual', 'resumed', 'yesterday', 'with', 'delegations', 'from', 'four', 'parties', 'can', 'lead', 'to', 'anything', 'if', 'one', 'does', 'not', 'in', 'some', 'way', 'attempt', 'also', 'to', 'include', 'the', 'other', 'forces', ',', 'even', 'if', 'they', 'are', 'in', 'themselves', 'not', 'approved', 'of', '.', '']","['', 'Nous', 'sommes', 'certes', 'loin', ""d'"", 'approuver', ',', 'sur', 'quelque', 'question', 'que', 'ce', 'soit', ',', 'le', 'Front', 'Islamique', 'du', 'Salut', ',', 'mais', ""j'"", 'ai', 'beaucoup', 'de', 'mal', 'à', 'comprendre', 'comment', 'le', 'dialogue', 'mené', 'par', 'le', 'président', 'Zérroual', 'hier', 'avec', 'les', 'délégations', 'de', 'quatre', 'partis', 'peut', 'aboutir', ',', 'si', ""l'"", 'on', ""n'"", 'essaie', 'pas', ',', ""d'"", 'une', 'façon', 'ou', ""d'"", 'une', 'autre', ',', ""d'"", 'y', 'inclure', 'des', 'forces', 'dont', 'on', ""n'"", 'apprécie', 'pas', ""l'"", 'idéologie', '.\n']","[(0, 3), (1, 3), (2, 1), (3, 2), (5, 9), (9, 15), (10, 17), (11, 17), (11, 19), (12, 16), (13, 21), (14, 22), (15, 23), (17, 24), (18, 26), (19, 27), (20, 28), (21, 29), (22, 30), (23, 31), (24, 32), (25, 35), (26, 36), (29, 38), (30, 40), (31, 41), (32, 42), (33, 43), (34, 44), (35, 45), (39, 49), (41, 52), (42, 54), (43, 55), (44, 56), (45, 51), (47, 62), (48, 64), (49, 65), (51, 66), (52, 46), (54, 47), (55, 68), (56, 70), (59, 71), (60, 70), (62, 74)]"
189,lead,entraîner,lead_nou-vrb,"['Item', '8', 'of', 'the', 'report', 'means', 'that', 'Parliament', 'now', 'goes', 'in', 'for', 'an', 'exclusive', 'system', ',', 'which', 'could', ',', 'in', 'the', 'worst', 'case', ',', 'lead', 'to', 'great', 'variations', 'in', 'immigration', 'policy', ',', 'according', 'to', 'the', 'current', 'labour', 'market', 'situation', 'in', 'the', 'various', 'Member', 'States', '.', '']","['', 'Le', 'point', '\xa0', '8', 'du', 'rapport', 'signifie', 'que', 'le', 'Parlement', 'prend', 'à', 'présent', 'part', 'à', 'un', 'système', 'exclusif', 'qui', 'pourrait', ',', 'dans', 'le', 'pire', 'des', 'cas', ',', 'entraîner', 'de', 'grandes', 'variations', 'de', 'la', 'politique', 'd’', 'immigration', ',', 'suivant', 'la', 'situation', 'actuelle', 'du', 'marché', 'du', 'travail', 'dans', 'les', 'différents', 'États', 'membres', '.\n']","[(0, 1), (0, 2), (1, 4), (2, 5), (4, 6), (5, 7), (6, 8), (7, 10), (8, 13), (9, 11), (10, 14), (12, 16), (14, 17), (16, 19), (17, 20), (18, 21), (19, 22), (20, 23), (21, 24), (22, 26), (23, 27), (24, 28), (26, 30), (27, 31), (28, 32), (29, 36), (30, 34), (31, 37), (32, 38), (34, 39), (35, 41), (37, 43), (38, 40), (39, 46), (40, 47), (41, 48), (42, 50), (43, 49), (44, 51)]"
190,content,contenter,content_adj-nou-vrb,"['The', 'European', 'Parliament', 'can', 'not', 'be', 'content', 'with', 'this', 'state', 'of', 'affairs', 'as', 'there', 'is', 'a', 'danger', 'of', 'it', 'causing', 'the', 'single', 'currency', 'to', 'fail', ',', 'but', 'also', 'because', 'a', ""'"", 'successful', ""'"", 'euro', 'is', 'a', 'powerful', 'factor', 'in', 'forging', 'a', 'common', 'European', 'identity', '.', '']","['', 'Le', 'Parlement', 'européen', 'ne', 'peut', 'pas', 'se', 'contenter', 'de', 'cet', 'état', 'de', 'fait', ',', 'parce', ""qu'"", 'il', 'risque', 'de', 'conduire', 'la', 'monnaie', 'unique', 'à', ""l'"", 'échec', ';', 'mais', 'aussi', 'parce', 'que', ""l'"", 'euro', '«', 'réussi', '»', 'est', 'un', 'puissant', 'facteur', ""d'"", 'identité', 'européenne', 'commune', '.\n']","[(0, 1), (1, 3), (2, 2), (3, 5), (4, 6), (5, 7), (6, 8), (7, 9), (8, 10), (9, 11), (10, 12), (11, 13), (12, 15), (16, 18), (18, 17), (19, 20), (20, 21), (21, 23), (22, 22), (23, 19), (24, 26), (25, 27), (26, 28), (27, 29), (28, 30), (29, 32), (30, 34), (31, 35), (32, 36), (33, 33), (34, 37), (35, 38), (36, 39), (37, 40), (39, 20), (42, 43), (43, 42), (44, 45)]"
191,present,présenter,present_vrb,"['There', 'is', 'therefore', 'no', 'doubt', 'about', 'the', 'need', 'for', 'specific', 'action', 'and', 'the', 'Commission', ',', 'in', 'response', 'to', 'last', 'week', '’s', 'request', 'from', 'the', 'Eurogroup', ',', 'has', 'agreed', 'to', 'present', 'the', 'Eurogroup', 'and', 'Ecofin', 'with', 'a', 'report', 'next', 'month', 'on', 'the', 'measures', 'States', 'may', 'take', 'in', 'accordance', 'with', 'the', 'rules', 'of', 'the', 'Treaty', ',', 'without', 'thereby', 'violating', 'the', 'legislation', 'in', 'force', 'in', 'the', 'field', 'of', 'state', 'aid', 'and', 'respecting', 'the', 'principle', 'which', 'we', 'believe', 'to', 'be', 'essential', 'in', 'the', 'Economic', 'and', 'Monetary', 'Union', ',', 'which', 'is', 'that', 'individual', 'initiatives', 'by', 'Member', 'States', 'must', 'be', 'coordinated', 'in', 'order', 'to', 'prevent', 'distortions', 'of', 'competition', '.', '']","['', 'Il', 'n’', 'y', 'a', 'donc', 'aucun', 'doute', 'quant', 'à', 'la', 'nécessité', 'de', 'prendre', 'des', 'mesures', 'spécifiques', 'et', 'la', 'Commission', ',', 'en', 'réponse', 'à', 'la', 'demande', 'formulée', 'la', 'semaine', 'dernière', 'par', 'l’', 'Eurogroupe', ',', 'a', 'convenu', 'de', 'présenter', 'le', 'mois', 'prochain', 'à', 'l’', 'Eurogroupe', 'et', 'au', 'Conseil', '«', 'Écofin', '»', 'un', 'rapport', 'exposant', 'les', 'mesures', 'que', 'les', 'États', 'peuvent', 'prendre', 'en', 'conformité', 'avec', 'les', 'règles', 'du', 'Traité', ',', 'sans', 'enfreindre', 'la', 'législation', 'en', 'vigueur', 'en', 'matière', 'd’', 'aides', 'd’', 'État', 'et', 'en', 'respectant', 'le', 'principe', '\xa0', '-', 'que', 'nous', 'estimons', 'essentiel', 'dans', 'l’', 'Union', 'économique', 'et', 'monétaire', '\xa0', '-', 'qui', 'veut', 'que', 'les', 'initiatives', 'individuelles', 'des', 'États', 'membres', 'soient', 'coordonnées', 'en', 'vue', 'd’', 'empêcher', 'les', 'distorsions', 'de', 'concurrence', '.\n']","[(0, 1), (1, 4), (2, 5), (3, 6), (4, 7), (5, 8), (6, 10), (7, 11), (8, 12), (9, 16), (10, 15), (11, 17), (12, 18), (13, 19), (14, 20), (15, 21), (16, 22), (17, 23), (18, 29), (19, 28), (20, 31), (21, 25), (22, 30), (23, 31), (24, 32), (25, 33), (26, 34), (27, 35), (28, 36), (29, 37), (31, 43), (32, 44), (33, 48), (35, 50), (36, 51), (37, 40), (38, 39), (40, 53), (41, 54), (42, 57), (43, 58), (44, 59), (45, 60), (46, 61), (47, 62), (48, 63), (49, 64), (51, 65), (52, 66), (53, 67), (54, 68), (57, 70), (58, 71), (59, 72), (60, 73), (61, 74), (63, 75), (64, 76), (65, 79), (66, 77), (67, 80), (68, 82), (69, 83), (70, 84), (71, 87), (72, 88), (73, 89), (76, 90), (77, 91), (78, 92), (79, 94), (80, 95), (81, 96), (82, 93), (84, 99), (85, 100), (86, 101), (87, 102), (88, 103), (89, 105), (91, 106), (93, 108), (94, 109), (95, 110), (96, 111), (97, 112), (98, 113), (99, 115), (100, 116), (101, 117), (102, 118)]"
192,lead,déboucher,lead_nou-vrb,"['In', 'our', 'view', ',', 'there', 'is', 'a', 'need', 'to', 'stress', 'the', 'fact', 'that', 'this', 'cooperation', 'should', 'lead', 'to', 'the', 'application', 'of', 'equivalent', 'and', 'high', '-', 'level', 'safety', 'standards', '.', '']","['', 'Il', 'convient', ',', 'selon', 'nous', ',', 'de', 'souligner', 'que', 'cette', 'coopération', 'doit', 'déboucher', 'sur', ""l'"", 'application', 'des', 'normes', 'uniques', 'et', 'élevées', 'de', 'sécurité', '.\n']","[(0, 4), (1, 5), (3, 6), (4, 1), (5, 2), (8, 7), (9, 8), (12, 9), (13, 10), (14, 11), (15, 12), (16, 13), (17, 14), (18, 15), (19, 16), (20, 17), (21, 19), (22, 20), (23, 21), (26, 23), (27, 18), (28, 24)]"
194,present,présent,present_adj-nou,"['Since', 'Mr', 'Prodi', 'is', 'already', 'present', ',', 'I', 'shall', 'give', 'him', 'the', 'floor', 'first', ',', 'if', 'he', 'is', 'in', 'agreement', '.', '']","['', 'Puisque', 'M.', 'Prodi', 'est', 'présent', ',', 'je', 'vais', 'lui', 'donner', 'la', 'parole', 'en', 'premier', ',', ""s'"", 'il', 'accepte', '.\n']","[(0, 1), (1, 2), (2, 3), (3, 4), (5, 5), (6, 6), (7, 7), (8, 8), (9, 10), (10, 9), (11, 11), (12, 12), (13, 14), (14, 15), (15, 16), (16, 17), (19, 18), (20, 19)]"
195,use,utilisent,use_vrb,"['I', 'would', 'prefer', 'it', 'if', 'European', 'companies', 'were', 'to', 'use', 'the', 'huge', 'profits', 'they', 'have', 'made', 'in', 'recent', 'times', 'to', 'invest', 'in', 'new', 'research', 'and', 'production', 'capacities', 'in', 'Europe', 'rather', 'than', 'for', 'funding', 'campaigns', 'to', 'take', 'over', 'other', 'businesses', '.', '']","['', 'Je', 'préférerais', 'que', 'les', 'sociétés', 'européennes', 'utilisent', 'les', 'bénéfices', 'énormes', 'qu’', 'elles', 'ont', 'réalisés', 'ces', 'derniers', 'temps', 'pour', 'investir', 'dans', 'de', 'nouvelles', 'capacités', 'de', 'recherche', 'et', 'de', 'production', 'en', 'Europe', 'plutôt', 'que', 'pour', 'financer', 'des', 'campagnes', 'de', 'rachat', 'd’', 'autres', 'sociétés', '.\n']","[(0, 1), (2, 2), (4, 3), (5, 6), (6, 5), (9, 7), (10, 8), (11, 10), (12, 10), (13, 12), (14, 13), (15, 14), (16, 15), (17, 16), (18, 17), (19, 18), (20, 19), (21, 20), (22, 22), (23, 25), (24, 26), (25, 28), (26, 23), (27, 29), (28, 30), (29, 31), (30, 32), (31, 33), (32, 34), (33, 36), (37, 40), (38, 41), (39, 42)]"
196,insert,insérer,insert_vrb,"['I', 'would', 'therefore', 'like', 'to', 'insert', 'the', 'following', 'in', 'Recital', 'J', ':', '']","['', 'Je', 'voudrais', 'par', 'conséquent', 'insérer', 'ce', 'qui', 'suit', 'au', 'considérant', 'J', ':\n']","[(0, 1), (1, 2), (2, 4), (5, 5), (6, 6), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12)]"
197,present,assisté,present_vrb,"['We', 'were', 'present', 'at', 'a', 'hearing', 'organised', 'by', 'the', 'Committee', 'on', 'External', 'Economic', 'Relations', 'at', 'which', 'European', 'businessmen', 'voiced', 'their', 'serious', 'concern', 'and', 'explained', 'how', 'this', 'very', 'agreement', ',', 'which', 'is', 'not', 'at', 'all', 'clear', ',', 'has', 'disrupted', 'investment', 'in', 'Cuba', '.', '']","['', 'Nous', 'avons', 'assisté', 'à', 'une', 'séance', 'de', 'la', 'commission', 'des', 'relations', 'économiques', 'extérieures', 'au', 'cours', 'de', 'laquelle', 'les', 'entrepreneurs', 'européens', 'nous', 'ont', 'dit', ""qu'"", 'ils', 'étaient', 'vraiment', 'inquiets', 'et', 'que', ',', 'précisément', ',', 'cet', 'accord', 'qui', ""n'"", 'est', 'pas', 'si', 'clair', 'écartait', 'tout', 'investissement', 'à', 'Cuba', '.\n']","[(0, 1), (1, 3), (2, 3), (3, 4), (4, 5), (5, 6), (7, 7), (8, 8), (9, 9), (10, 10), (12, 12), (13, 11), (14, 14), (15, 17), (16, 20), (17, 19), (19, 25), (20, 27), (21, 28), (22, 29), (23, 23), (24, 24), (25, 34), (27, 35), (29, 36), (30, 38), (31, 39), (34, 41), (35, 33), (36, 42), (37, 42), (38, 44), (39, 45), (40, 46), (41, 47)]"
198,use,utilisées,use_vrb,"['\xa0\xa0', '', '.', 'Mr', 'President', ',', 'it', 'is', 'not', 'clear', 'that', 'there', 'is', 'any', 'current', 'use', 'for', 'PNR', 'data', 'in', 'the', 'US', 'for', 'the', 'purposes', 'for', 'which', 'the', 'original', 'agreement', 'was', 'signed', '–', 'i.e.', 'by', 'the', 'Customs', 'and', 'Border', 'Protection', 'Service', '–', 'because', 'CAPS', 'II', 'and', 'the', 'Secure', 'Flight', 'programme', 'are', 'dead', '.', '']","['', '\xa0\xa0', '', '.', '-', 'Monsieur', 'le', 'Président', ',', 'nous', 'ne', 'savons', 'pas', 'clairement', 'si', 'les', 'données', 'des', 'dossiers', 'passagers', 'sont', 'actuellement', 'utilisées', 'aux', 'États-Unis', 'aux', 'fins', 'pour', 'lesquelles', 'l’', 'accord', 'initial', 'a', 'été', 'signé', '-', 'c’', 'est', '-', 'à', '-', 'dire', ',', 'par', 'le', 'Bureau', 'des', 'douanes', 'et', 'de', 'la', 'protection', 'des', 'frontières', '-', 'parce', 'que', 'le', 'système', 'assisté', 'par', 'ordinateur', 'de', 'contrôle', 'préventif', 'des', 'passagers', ',', 'CAPPS', '\xa0', 'II', ',', 'et', 'le', 'programme', '«', 'Secure', 'Flight', '»', 'n’', 'existent', 'plus', '.\n']","[(2, 3), (3, 5), (4, 7), (5, 8), (6, 9), (7, 11), (8, 12), (9, 13), (10, 14), (14, 21), (15, 22), (16, 17), (18, 16), (19, 23), (21, 24), (22, 25), (24, 26), (25, 27), (26, 28), (27, 29), (28, 31), (29, 30), (30, 33), (31, 34), (32, 36), (33, 36), (33, 40), (33, 41), (33, 42), (34, 43), (35, 44), (36, 47), (37, 48), (39, 51), (40, 45), (41, 79), (42, 55), (43, 68), (44, 70), (45, 72), (46, 73), (47, 76), (48, 77), (49, 74), (50, 20), (51, 81), (52, 82)]"
199,live,vit,live_vrb,"['However', ',', 'the', 'method', 'adopted', 'by', 'the', 'rapporteur', 'does', 'have', 'one', 'positive', 'aspect', 'in', 'allowing', 'a', 'definition', 'of', 'what', 'the', 'Members', 'of', 'the', 'Committee', 'on', 'Institutional', 'Affairs', 'have', 'called', ""'"", 'the', 'essence', 'of', 'the', 'Union', ""'s"", 'security', ""'"", ',', 'meaning', 'the', 'whole', 'set', 'of', 'basic', 'guarantees', 'which', 'enable', 'the', 'Union', 'to', 'exist', 'and', 'to', 'adopt', 'the', 'form', 'of', 'a', 'legal', 'system', 'which', 'is', 'able', 'to', 'live', 'and', 'develop', 'freely', 'and', 'to', 'assert', 'its', 'identity', 'on', 'the', 'international', 'scene', '.', '']","['', 'La', 'méthode', 'choisie', 'par', 'le', 'rapporteur', 'présente', 'cependant', 'un', 'aspect', 'positif', 'et', 'elle', 'permet', 'de', 'tracer', 'ce', 'que', 'les', 'collègues', 'de', 'la', 'commission', 'institutionnelle', 'ont', 'appelé', '«', 'la', 'substance', 'de', 'sécurité', 'de', ""l'"", 'Union', '»', ',', ""c'"", 'est', '-', 'à', '-', 'dire', ""l'"", 'ensemble', 'de', 'garanties', 'élémentaires', 'permettant', 'à', ""l'"", 'Union', ""d'"", 'être', 'et', 'de', 'se', 'poser', 'comme', 'un', 'système', 'juridique', 'qui', 'vit', 'et', 'se', 'développe', 'dans', 'des', 'conditions', 'de', 'liberté', 'ainsi', 'que', ""d'"", 'affirmer', 'son', 'identité', 'sur', 'la', 'scène', 'internationale', '.\n']","[(0, 8), (2, 1), (3, 2), (4, 3), (5, 4), (6, 5), (7, 6), (9, 7), (10, 9), (11, 11), (12, 10), (14, 14), (17, 16), (18, 17), (19, 19), (20, 20), (21, 21), (22, 22), (23, 23), (25, 24), (27, 25), (28, 26), (29, 27), (30, 28), (31, 29), (32, 32), (33, 33), (34, 34), (36, 31), (37, 35), (38, 36), (39, 42), (40, 43), (42, 44), (43, 45), (44, 47), (45, 46), (47, 48), (48, 50), (49, 51), (50, 52), (51, 53), (52, 54), (53, 55), (58, 59), (59, 61), (60, 60), (61, 62), (65, 63), (66, 64), (67, 66), (68, 71), (70, 74), (71, 75), (72, 76), (73, 77), (74, 78), (75, 79), (76, 81), (77, 80), (78, 82)]"
200,reading,lecture,reading_en,"['We', 'are', 'doing', 'this', 'to', 'get', 'a', 'first', 'reading', 'deal', 'and', 'to', 'ensure', 'rapid', 'disbursement', '.', '']","['', 'Nous', 'procédons', 'de', 'la', 'sorte', 'afin', 'd’', 'aboutir', 'à', 'un', 'accord', 'en', 'première', 'lecture', 'et', 'de', 'garantir', 'un', 'déboursement', 'rapide', '.\n']","[(0, 1), (1, 2), (2, 2), (4, 6), (6, 10), (7, 13), (8, 14), (9, 11), (10, 15), (11, 16), (12, 17), (13, 20), (14, 19), (15, 21)]"
202,lives,vie,lives_nou,"['The', 'second', 'problem', 'is', 'that', 'artists', 'successful', 'later', 'on', 'in', 'life', '-', 'perhaps', 'just', 'a', 'few', 'out', 'of', 'the', 'total', 'number', '-', 'might', 'regard', 'resale', 'rights', 'as', 'an', 'enforced', 'redistribution', 'of', 'resources', 'in', 'those', 'later', 'phases', 'of', 'their', 'lives', '.', '']","['', 'Deuxième', 'problème', ':', 'pour', 'les', 'artistes', 'dont', 'le', 'succès', 'viendrait', 'plus', 'tardivement', '-', 'et', 'les', 'exceptions', 'à', 'ce', 'cas', 'de', 'figure', 'sont', 'peu', 'nombreuses', '-', ',', 'le', 'droit', 'de', 'suite', 'pourrait', 'signifier', 'une', 'redistribution', 'forcée', 'à', 'des', 'périodes', 'ultérieures', 'de', 'leur', 'vie', '.\n']","[(1, 1), (2, 2), (3, 3), (5, 6), (7, 11), (11, 13), (12, 14), (13, 23), (15, 24), (18, 18), (20, 21), (21, 25), (22, 31), (25, 28), (27, 33), (28, 35), (29, 34), (32, 36), (34, 39), (35, 38), (36, 40), (37, 41), (38, 42), (39, 43)]"
203,lead,font,lead_nou-vrb,"['These', 'exchanges', 'only', 'lead', 'to', 'improvement', 'in', 'cooperation', 'with', 'great', 'difficulty', '.', '']","['', 'Ces', 'échanges', 'ne', 'font', 'que', 'très', 'péniblement', 'progresser', 'la', 'collaboration', '.\n']","[(0, 1), (1, 2), (2, 3), (3, 4), (5, 8), (6, 9), (7, 10), (9, 6), (11, 11)]"
204,present,présentera,present_vrb,"['The', 'Commission', 'will', 'present', 'its', 'detailed', 'proposals', 'in', 'the', 'spring', '.', '']","['', 'La', 'Commission', 'présentera', 'ses', 'propositions', 'détaillées', 'au', 'printemps', '.\n']","[(0, 1), (1, 2), (2, 3), (3, 3), (4, 4), (5, 6), (6, 5), (7, 7), (9, 8), (10, 9)]"
205,produce,produisons,produce_vrb,"['I', 'appreciate', 'that', 'each', 'country', 'must', 'be', 'free', 'to', 'seek', 'the', 'solutions', 'which', 'suit', 'it', 'best', ',', 'but', 'there', 'is', 'one', 'thing', 'we', 'have', 'to', 'admit', ':', 'quite', 'simply', ',', 'we', 'produce', 'too', 'much', 'in', 'the', 'European', 'Union', '.', '']","['', 'Je', 'reconnais', 'que', 'chaque', 'pays', 'doit', 'pouvoir', 'chercher', 'ses', 'propres', 'solutions', 'optimales', 'mais', 'nous', 'devons', 'nous', 'rendre', 'à', ""l'"", 'évidence', ':', 'nous', 'produisons', 'franchement', 'trop', 'dans', ""l'"", 'Union', 'européenne', '.\n']","[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (9, 8), (10, 10), (11, 11), (17, 13), (22, 14), (25, 20), (26, 21), (30, 22), (31, 23), (32, 25), (34, 26), (35, 27), (36, 29), (37, 28), (38, 30)]"
206,produce,trouver,produce_vrb,"['So', 'that', 'we', ',', 'too', ',', 'could', 'see', 'where', 'the', 'funds', 'were', 'to', 'be', 'taken', 'from', ',', 'we', 'wanted', ',', 'first', 'of', 'all', ',', 'to', 'see', 'the', 'Commission', ""'"", 's', 'practical', 'proposals', 'for', 'transferring', 'funds', 'in', 'such', 'a', 'way', 'as', 'to', 'produce', 'the', 'necessary', 'EUR', '45', 'or', '18', 'million', '.', '']","['', 'Tout', ""d'"", 'abord', ',', 'nous', 'souhaitions', 'voir', 'les', 'propositions', 'concrètes', 'de', 'la', 'Commission', 'pour', 'ce', 'qui', 'est', 'des', 'transferts', 'de', 'moyens', 'qui', 'permettraient', 'de', 'trouver', 'les', '45', 'et', '18', 'millions', 'nécessaires', ',', 'afin', 'que', 'nous', 'puissions', 'savoir', 'où', 'serait', 'pris', 'cet', 'argent', '.\n']","[(1, 34), (5, 4), (8, 38), (9, 41), (11, 39), (14, 40), (17, 5), (18, 6), (20, 1), (21, 2), (25, 7), (26, 12), (27, 13), (31, 9), (32, 14), (33, 19), (34, 42), (37, 15), (40, 24), (41, 25), (42, 26), (43, 31), (45, 27), (46, 28), (47, 29), (48, 30), (49, 43)]"
207,invite,inviter,invite_vrb,"['I', 'would', 'like', 'to', 'invite', 'you', ',', 'Commissioner', ',', 'to', 'work', 'with', 'this', 'House', 'over', 'the', 'coming', 'months', ',', 'not', 'only', 'in', 'the', 'countries', 'themselves', ',', 'but', 'also', 'by', 'improving', 'the', 'way', 'in', 'which', 'the', 'enlargement', 'issue', 'is', 'communicated', 'generally', 'within', 'the', 'European', 'Union', '.', '']","['', 'Je', 'voudrais', 'vous', 'inviter', ',', 'Monsieur', 'le', 'Commissaire', ',', 'à', 'travailler', 'avec', 'notre', 'Assemblée', 'dans', 'les', 'mois', 'à', 'venir', ',', 'pas', 'seulement', 'dans', 'les', 'pays', 'eux', '-', 'mêmes', ',', 'mais', 'aussi', 'en', 'améliorant', 'la', 'façon', 'de', 'communiquer', 'en', 'général', 'sur', 'la', 'question', 'de', 'l’', 'élargissement', 'au', 'sein', 'de', 'l’', 'Union', 'européenne', '.\n']","[(0, 1), (1, 2), (4, 4), (5, 3), (6, 5), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12), (12, 13), (13, 14), (14, 15), (15, 16), (16, 19), (17, 17), (18, 20), (19, 21), (20, 22), (21, 23), (22, 24), (23, 25), (24, 26), (25, 29), (26, 30), (27, 31), (28, 32), (29, 33), (30, 34), (31, 35), (35, 45), (36, 42), (38, 37), (39, 39), (40, 47), (41, 49), (42, 51), (43, 50), (44, 52)]"
208,use,utilisent,use_vrb,"['The', 'other', 'problem', 'is', 'that', 'obviously', 'the', 'surveillance', 'system', 'is', 'incomplete', ',', 'since', 'the', 'countries', 'which', 'do', 'not', 'use', 'the', 'euro', 'can', 'simply', 'run', 'up', 'debts', 'in', 'foreign', 'currency', '.', '']","['', ""L'"", 'autre', 'problème', ',', ""c'"", 'est', 'que', 'le', 'système', 'de', 'surveillance', ""n'"", 'est', 'manifestement', 'pas', 'complet', ',', 'puisque', 'les', 'pays', 'qui', ""n'"", 'utilisent', 'pas', ""l'"", 'euro', 'peuvent', 'contracter', 'des', 'dettes', 'dans', 'une', 'devise', 'étrangère', '.\n']","[(0, 1), (1, 2), (2, 3), (3, 6), (4, 7), (5, 14), (6, 8), (7, 11), (8, 9), (9, 13), (10, 15), (10, 16), (11, 17), (12, 18), (13, 19), (14, 20), (15, 21), (17, 24), (18, 23), (19, 25), (20, 26), (21, 27), (23, 28), (25, 30), (26, 31), (27, 34), (29, 35)]"
209,conflict,opposeraient,conflict_vrb,"['Returning', 'to', 'the', 'case', 'in', 'hand', ',', 'I', 'believe', 'that', 'Parliament', 'should', 'not', 'ask', 'the', 'Commission', 'to', 'investigate', 'the', 'existence', 'of', 'recommendations', 'made', 'by', 'national', 'agencies', 'responsible', 'for', 'food', 'safety', 'that', 'conflict', 'with', 'Community', 'decisions', '.', '']","['', 'Revenons', '-en', 'au', 'cas', 'dont', 'il', 'est', 'question', '.', 'Le', 'Parlement', 'ne', 'doit', 'pas', ',', ""d'"", 'après', 'moi', ',', 'demander', 'à', 'la', 'Commission', ""d'"", 'enquêter', 'sur', ""l'"", 'existence', 'de', 'recommandations', 'émises', 'par', 'les', 'agences', 'nationales', 'en', 'charge', 'de', 'la', 'sécurité', 'alimentaire', ',', 'recommandations', 'qui', ""s'"", 'opposeraient', 'aux', 'décisions', 'communautaires', '.\n']","[(0, 1), (1, 3), (3, 4), (7, 18), (10, 11), (11, 13), (12, 14), (13, 20), (14, 22), (15, 23), (16, 24), (17, 25), (18, 27), (19, 28), (20, 29), (21, 30), (22, 31), (23, 32), (24, 35), (25, 34), (27, 38), (28, 41), (29, 40), (30, 44), (31, 46), (32, 47), (33, 49), (34, 48), (35, 50)]"
